Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-e63-il-50000-n5
Airfoil,e63-il
Reynolds number,50000
Ncrit,5
Mach,0
Max Cl/Cd,51.0991
Max Cl/Cd alpha,5.25
Url,http://airfoiltools.com/polar/csv?polar=xf-e63-il-50000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-7.750,-0.3633,0.11634,0.10945,-0.0220,1.0000,0.0585
-7.500,-0.3685,0.11553,0.10875,-0.0216,1.0000,0.0590
-7.250,-0.3745,0.11473,0.10806,-0.0210,1.0000,0.0593
-7.000,-0.3758,0.11346,0.10689,-0.0221,1.0000,0.0595
-6.750,-0.3693,0.10862,0.10212,-0.0201,1.0000,0.0604
-6.500,-0.3627,0.10453,0.09805,-0.0181,1.0000,0.0623
-6.250,-0.3598,0.10192,0.09550,-0.0175,1.0000,0.0642
-6.000,-0.3571,0.09951,0.09316,-0.0175,1.0000,0.0663
-5.750,-0.3536,0.09730,0.09103,-0.0185,1.0000,0.0687
-5.500,-0.3464,0.09571,0.08952,-0.0229,1.0000,0.0711
-5.250,-0.3290,0.09403,0.08786,-0.0317,1.0000,0.0719
-5.000,-0.3329,0.08921,0.08314,-0.0239,1.0000,0.0742
-4.750,-0.3259,0.08623,0.08021,-0.0233,1.0000,0.0784
-4.500,-0.3025,0.08382,0.07778,-0.0321,1.0000,0.0843
-4.250,-0.2918,0.08011,0.07414,-0.0330,1.0000,0.0868
-4.000,-0.2833,0.07707,0.07114,-0.0319,1.0000,0.0922
-3.750,-0.2498,0.07346,0.06748,-0.0418,1.0000,0.0998
-3.500,-0.2404,0.07037,0.06444,-0.0403,1.0000,0.1053
-3.250,-0.2061,0.06653,0.06054,-0.0483,1.0000,0.1145
-3.000,-0.1657,0.06271,0.05651,-0.0571,1.0000,0.1268
-2.750,-0.1392,0.05946,0.05321,-0.0603,1.0000,0.1371
-2.500,-0.1087,0.05583,0.04955,-0.0644,1.0000,0.1456
-2.250,0.0318,0.04563,0.03814,-0.0934,1.0000,0.0472
-2.000,0.0656,0.04206,0.03458,-0.0971,1.0000,0.0434
-1.750,0.1370,0.03723,0.02911,-0.1084,1.0000,0.0384
-1.500,0.2005,0.03375,0.02474,-0.1164,1.0000,0.0359
-1.250,0.2490,0.03119,0.02160,-0.1213,1.0000,0.0358
-1.000,0.2920,0.02918,0.01916,-0.1249,1.0000,0.0381
-0.750,0.3281,0.02809,0.01759,-0.1269,1.0000,0.0455
-0.500,0.3640,0.02692,0.01605,-0.1285,1.0000,0.0496
-0.250,0.3956,0.02613,0.01493,-0.1291,1.0000,0.0545
0.000,0.4290,0.02548,0.01402,-0.1301,1.0000,0.0658
0.250,0.4750,0.02253,0.01348,-0.1338,1.0000,0.7517
0.750,0.5126,0.02340,0.01356,-0.1313,1.0000,1.0000
1.000,0.5411,0.02403,0.01383,-0.1322,0.9967,1.0000
1.250,0.5794,0.02465,0.01418,-0.1349,0.9874,1.0000
1.500,0.6172,0.02518,0.01452,-0.1374,0.9776,1.0000
1.750,0.6546,0.02562,0.01485,-0.1398,0.9672,1.0000
2.000,0.6916,0.02599,0.01515,-0.1421,0.9561,1.0000
2.250,0.7286,0.02628,0.01545,-0.1442,0.9445,1.0000
2.500,0.7654,0.02649,0.01568,-0.1462,0.9320,1.0000
2.750,0.8020,0.02663,0.01588,-0.1480,0.9186,1.0000
3.000,0.8383,0.02669,0.01606,-0.1496,0.9043,1.0000
3.250,0.8751,0.02666,0.01624,-0.1511,0.8892,1.0000
3.500,0.9131,0.02648,0.01625,-0.1526,0.8735,1.0000
3.750,0.9521,0.02613,0.01613,-0.1540,0.8570,1.0000
4.000,0.9852,0.02583,0.01609,-0.1541,0.8357,1.0000
4.250,1.0225,0.02526,0.01596,-0.1546,0.8140,1.0000
4.500,1.0588,0.02468,0.01571,-0.1547,0.7866,1.0000
4.750,1.0971,0.02405,0.01543,-0.1549,0.7515,1.0000
5.000,1.1388,0.02344,0.01510,-0.1554,0.7013,1.0000
5.250,1.1809,0.02311,0.01498,-0.1557,0.6235,1.0000
5.500,1.2099,0.02370,0.01528,-0.1542,0.5199,1.0000
