Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-e856-il-50000-n5
Airfoil,e856-il
Reynolds number,50000
Ncrit,5
Mach,0
Max Cl/Cd,18.8065
Max Cl/Cd alpha,3.5
Url,http://airfoiltools.com/polar/csv?polar=xf-e856-il-50000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-11.500,-0.4019,0.09518,0.08837,-0.0662,1.0000,0.0497
-11.250,-0.4257,0.08854,0.08176,-0.0686,1.0000,0.0495
-11.000,-0.4521,0.08246,0.07569,-0.0707,1.0000,0.0491
-10.750,-0.4784,0.07735,0.07058,-0.0718,1.0000,0.0487
-10.500,-0.5088,0.07280,0.06603,-0.0723,1.0000,0.0484
-10.250,-0.5389,0.06931,0.06253,-0.0715,1.0000,0.0481
-10.000,-0.5699,0.06672,0.05994,-0.0694,1.0000,0.0477
-9.750,-0.6008,0.06454,0.05777,-0.0672,0.9988,0.0475
-9.500,-0.6020,0.05916,0.05191,-0.0733,0.9853,0.0485
-9.250,-0.5917,0.05487,0.04718,-0.0774,0.9730,0.0504
-9.000,-0.5700,0.05240,0.04461,-0.0799,0.9617,0.0533
-8.750,-0.5516,0.04922,0.04103,-0.0819,0.9496,0.0563
-8.500,-0.5302,0.04675,0.03836,-0.0833,0.9377,0.0600
-8.250,-0.5071,0.04468,0.03608,-0.0845,0.9261,0.0649
-8.000,-0.4812,0.04271,0.03397,-0.0856,0.9155,0.0704
-7.750,-0.4512,0.04076,0.03176,-0.0872,0.9065,0.0787
-7.500,-0.4286,0.03929,0.03028,-0.0875,0.8944,0.0868
-7.250,-0.4032,0.03774,0.02868,-0.0883,0.8841,0.0973
-7.000,-0.3748,0.03609,0.02697,-0.0895,0.8751,0.1109
-6.750,-0.3535,0.03466,0.02553,-0.0896,0.8634,0.1257
-6.500,-0.3214,0.03286,0.02372,-0.0916,0.8567,0.1488
-6.250,-0.3029,0.03148,0.02247,-0.0915,0.8442,0.1726
-6.000,-0.2784,0.02998,0.02115,-0.0924,0.8343,0.2113
